primary_key,id_estacao,acumulado_chuva_15_min,acumulado_chuva_1_h,acumulado_chuva_4_h,acumulado_chuva_24_h,acumulado_chuva_96_h,horario,data_particao
21_2024-03-22 22:55:00,21,0.0,0.2,17.4,71.2,71.2,22:55:00,2024-03-22
22_2024-03-22 14:25:00,22,0.0,4.8,17.0,29.0,29.0,14:25:00,2024-03-22
22_2024-03-22 14:45:00,22,0.0,4.4,17.2,29.2,29.2,14:45:00,2024-03-22
22_2024-03-22 08:15:00,22,0.0,0.0,0.0,10.0,10.0,08:15:00,2024-03-22
22_2024-03-22 07:50:00,22,0.0,0.0,0.0,10.0,10.0,07:50:00,2024-03-22
22_2024-03-22 07:40:00,22,0.0,0.0,0.0,10.0,10.0,07:40:00,2024-03-22
22_2024-03-22 07:25:00,22,0.0,0.0,0.0,10.0,10.0,07:25:00,2024-03-22
22_2024-03-22 07:05:00,22,0.0,0.0,0.0,10.0,10.0,07:05:00,2024-03-22
22_2024-03-22 06:55:00,22,0.0,0.0,0.0,10.0,10.0,06:55:00,2024-03-22
22_2024-03-22 06:45:00,22,0.0,0.0,0.0,10.0,10.0,06:45:00,2024-03-22
22_2024-03-22 06:35:00,22,0.0,0.0,0.0,10.0,10.0,06:35:00,2024-03-22
22_2024-03-22 06:15:00,22,0.0,0.0,0.0,10.0,10.0,06:15:00,2024-03-22
22_2024-03-22 05:50:00,22,0.0,0.0,0.0,10.0,10.0,05:50:00,2024-03-22
22_2024-03-22 05:40:00,22,0.0,0.0,0.0,10.0,10.0,05:40:00,2024-03-22
22_2024-03-22 05:30:00,22,0.0,0.0,0.0,10.0,10.0,05:30:00,2024-03-22
22_2024-03-22 05:10:00,22,0.0,0.0,0.0,10.0,10.0,05:10:00,2024-03-22
22_2024-03-22 04:55:00,22,0.0,0.0,0.0,10.0,10.0,04:55:00,2024-03-22
22_2024-03-22 04:35:00,22,0.0,0.0,0.0,10.0,10.0,04:35:00,2024-03-22
22_2024-03-22 04:25:00,22,0.0,0.0,0.0,10.0,10.0,04:25:00,2024-03-22
22_2024-03-22 04:15:00,22,0.0,0.0,0.0,10.0,10.0,04:15:00,2024-03-22
22_2024-03-22 03:55:00,22,0.0,0.0,0.0,10.0,10.0,03:55:00,2024-03-22
22_2024-03-22 03:25:00,22,0.0,0.0,0.0,10.0,10.0,03:25:00,2024-03-22
22_2024-03-22 03:10:00,22,0.0,0.0,0.0,10.0,10.0,03:10:00,2024-03-22
22_2024-03-22 02:50:00,22,0.0,0.0,0.0,10.0,10.0,02:50:00,2024-03-22
22_2024-03-22 02:40:00,22,0.0,0.0,0.0,10.0,10.0,02:40:00,2024-03-22
22_2024-03-22 02:25:00,22,0.0,0.0,0.0,10.0,10.0,02:25:00,2024-03-22
22_2024-03-22 02:15:00,22,0.0,0.0,0.0,10.0,10.0,02:15:00,2024-03-22
22_2024-03-22 01:55:00,22,0.0,0.0,0.0,10.0,10.0,01:55:00,2024-03-22
22_2024-03-22 01:45:00,22,0.0,0.0,0.0,10.0,10.0,01:45:00,2024-03-22
22_2024-03-22 01:20:00,22,0.0,0.0,0.0,10.0,10.0,01:20:00,2024-03-22
22_2024-03-22 01:10:00,22,0.0,0.0,0.0,10.0,10.0,01:10:00,2024-03-22
22_2024-03-22 00:55:00,22,0.0,0.0,0.0,10.0,10.0,00:55:00,2024-03-22
22_2024-03-22 00:45:00,22,0.0,0.0,0.0,10.0,10.0,00:45:00,2024-03-22
22_2024-03-22 00:25:00,22,0.0,0.0,0.0,10.0,10.0,00:25:00,2024-03-22
22_2024-03-22 00:15:00,22,0.0,0.0,0.0,10.0,10.0,00:15:00,2024-03-22
22_2024-03-22 03:45:00,22,0.0,0.0,0.0,10.0,10.0,03:45:00,2024-03-22
22_2024-03-22 11:10:00,22,0.0,0.0,2.0,12.0,12.0,11:10:00,2024-03-22
22_2024-03-22 10:55:00,22,0.0,0.0,2.0,12.0,12.0,10:55:00,2024-03-22
22_2024-03-22 17:50:00,22,0.0,1.0,10.0,35.4,35.4,17:50:00,2024-03-22
22_2024-03-22 11:45:00,22,0.0,0.6,2.6,12.6,12.6,11:45:00,2024-03-22
22_2024-03-22 10:15:00,22,0.0,0.6,2.0,12.0,12.0,10:15:00,2024-03-22
22_2024-03-22 22:45:00,22,0.0,1.2,18.4,47.2,57.2,22:45:00,2024-03-22
22_2024-03-22 14:55:00,22,0.0,2.8,17.2,29.2,29.2,14:55:00,2024-03-22
22_2024-03-22 15:15:00,22,0.0,0.2,17.0,29.2,29.2,15:15:00,2024-03-22
22_2024-03-22 10:45:00,22,0.0,0.2,2.0,12.0,12.0,10:45:00,2024-03-22
22_2024-03-22 10:25:00,22,0.0,0.4,2.0,12.0,12.0,10:25:00,2024-03-22
22_2024-03-22 23:25:00,22,0.0,0.8,17.8,48.0,58.0,23:25:00,2024-03-22
25_2024-03-22 12:55:00,25,0.0,,,3.6,15.6,12:55:00,2024-03-22
25_2024-03-22 17:15:00,25,0.0,0.0,11.0,15.0,27.0,17:15:00,2024-03-22
25_2024-03-22 16:45:00,25,0.0,0.0,11.4,15.0,27.0,16:45:00,2024-03-22
25_2024-03-22 16:55:00,25,0.0,0.0,11.4,15.0,27.0,16:55:00,2024-03-22
25_2024-03-22 21:30:00,25,0.0,2.0,5.2,19.8,32.4,21:30:00,2024-03-22
25_2024-03-22 22:55:00,25,0.0,1.0,5.0,20.8,33.4,22:55:00,2024-03-22
25_2024-03-22 23:40:00,25,0.0,0.6,5.2,21.4,34.0,23:40:00,2024-03-22
25_2024-03-22 15:50:00,25,0.0,0.6,13.6,15.0,27.0,15:50:00,2024-03-22
25_2024-03-22 19:40:00,25,0.0,0.6,1.8,16.8,28.8,19:40:00,2024-03-22
25_2024-03-22 23:25:00,25,0.0,1.2,5.2,21.4,34.0,23:25:00,2024-03-22
25_2024-03-22 21:40:00,25,0.0,1.2,5.2,19.8,32.4,21:40:00,2024-03-22
25_2024-03-22 15:15:00,25,0.0,2.8,13.6,14.6,26.6,15:15:00,2024-03-22
25_2024-03-22 16:25:00,25,0.0,0.2,12.6,15.0,27.0,16:25:00,2024-03-22
25_2024-03-22 17:50:00,25,0.0,0.2,6.8,15.2,27.2,17:50:00,2024-03-22
25_2024-03-22 17:40:00,25,0.0,0.2,7.6,15.2,27.2,17:40:00,2024-03-22
25_2024-03-22 16:10:00,25,0.0,0.4,13.0,15.0,27.0,16:10:00,2024-03-22
25_2024-03-22 18:15:00,25,0.0,0.4,3.6,15.4,27.4,18:15:00,2024-03-22
25_2024-03-22 21:50:00,25,0.0,0.8,5.2,19.8,32.4,21:50:00,2024-03-22
26_2024-03-22 21:50:00,26,0.0,4.2,31.0,93.8,94.0,21:50:00,2024-03-22
26_2024-03-22 22:55:00,26,0.0,0.0,26.2,94.0,94.2,22:55:00,2024-03-22
26_2024-03-22 22:45:00,26,0.0,0.2,26.8,94.0,94.2,22:45:00,2024-03-22
26_2024-03-22 22:25:00,26,0.0,0.8,29.4,94.0,94.2,22:25:00,2024-03-22
26_2024-03-22 22:15:00,26,0.0,1.6,30.6,94.0,94.2,22:15:00,2024-03-22
27_2024-03-22 10:50:00,27,0.0,0.6,4.6,6.4,6.4,10:50:00,2024-03-22
27_2024-03-22 11:10:00,27,0.0,0.4,4.6,6.4,6.4,11:10:00,2024-03-22
27_2024-03-22 11:00:00,27,0.0,0.4,4.6,6.4,6.4,11:00:00,2024-03-22
28_2024-03-22 15:15:00,28,0.0,4.0,17.2,21.2,21.2,15:15:00,2024-03-22
28_2024-03-22 22:25:00,28,0.0,4.4,21.2,47.0,47.0,22:25:00,2024-03-22
28_2024-03-22 11:55:00,28,0.0,1.0,4.6,4.6,4.6,11:55:00,2024-03-22
28_2024-03-22 22:45:00,28,0.0,2.4,20.6,47.0,47.0,22:45:00,2024-03-22
28_2024-03-22 11:45:00,28,0.0,1.4,4.6,4.6,4.6,11:45:00,2024-03-22
28_2024-03-22 17:40:00,28,0.0,1.4,11.2,24.4,24.4,17:40:00,2024-03-22
28_2024-03-22 17:50:00,28,0.0,0.8,10.4,24.4,24.4,17:50:00,2024-03-22
29_2024-03-22 16:25:00,29,0.0,0.0,20.8,27.6,27.8,16:25:00,2024-03-22
29_2024-03-22 21:50:00,29,0.0,0.6,5.2,32.4,33.8,21:50:00,2024-03-22
29_2024-03-22 22:55:00,29,0.0,1.2,5.2,33.6,35.0,22:55:00,2024-03-22
29_2024-03-22 21:30:00,29,0.0,1.4,5.2,32.2,33.6,21:30:00,2024-03-22
29_2024-03-22 23:40:00,29,0.0,2.2,6.8,35.8,37.2,23:40:00,2024-03-22
29_2024-03-22 16:10:00,29,0.0,0.2,23.8,27.6,27.8,16:10:00,2024-03-22
29_2024-03-22 15:50:00,29,0.0,0.2,25.2,27.6,27.8,15:50:00,2024-03-22
29_2024-03-22 16:55:00,29,0.0,0.2,16.8,27.8,28.0,16:55:00,2024-03-22
29_2024-03-22 15:40:00,29,0.0,0.4,25.8,27.6,27.8,15:40:00,2024-03-22
29_2024-03-22 18:15:00,29,0.0,0.4,3.2,28.4,28.6,18:15:00,2024-03-22
31_2024-03-22 21:50:00,31,0.0,5.6,27.2,87.0,87.0,21:50:00,2024-03-22
31_2024-03-22 23:15:00,31,0.0,0.0,21.0,87.2,87.2,23:15:00,2024-03-22
31_2024-03-22 22:55:00,31,0.0,0.2,23.4,87.2,87.2,22:55:00,2024-03-22
31_2024-03-22 22:45:00,31,0.0,0.2,23.8,87.2,87.2,22:45:00,2024-03-22
32_2024-03-22 18:15:00,32,0.0,0.0,0.4,1.4,1.4,18:15:00,2024-03-22
32_2024-03-22 17:50:00,32,0.0,0.0,0.4,1.4,1.4,17:50:00,2024-03-22
32_2024-03-22 17:40:00,32,0.0,0.0,0.4,1.4,1.4,17:40:00,2024-03-22
32_2024-03-22 17:15:00,32,0.0,0.2,0.6,1.4,1.4,17:15:00,2024-03-22
32_2024-03-22 17:25:00,32,0.0,0.2,0.4,1.4,1.4,17:25:00,2024-03-22
32_2024-03-22 16:55:00,32,0.0,0.4,0.6,1.4,1.4,16:55:00,2024-03-22
33_2024-03-22 10:25:00,33,0.0,7.8,13.4,13.4,13.4,10:25:00,2024-03-22
33_2024-03-22 23:15:00,33,0.0,0.0,10.0,54.4,54.4,23:15:00,2024-03-22
33_2024-03-22 22:45:00,33,0.0,0.0,12.0,54.4,54.4,22:45:00,2024-03-22
33_2024-03-22 22:55:00,33,0.0,0.0,11.2,54.4,54.4,22:55:00,2024-03-22
33_2024-03-22 22:25:00,33,0.0,0.0,13.0,54.4,54.4,22:25:00,2024-03-22
33_2024-03-22 12:25:00,33,0.0,2.0,15.8,15.8,15.8,12:25:00,2024-03-22
33_2024-03-22 21:50:00,33,0.0,1.0,14.2,54.4,54.4,21:50:00,2024-03-22
33_2024-03-22 10:55:00,33,0.0,0.6,13.6,13.6,13.6,10:55:00,2024-03-22
33_2024-03-22 12:55:00,33,0.0,0.6,16.2,16.4,16.4,12:55:00,2024-03-22
33_2024-03-22 12:15:00,33,0.0,2.2,15.8,15.8,15.8,12:15:00,2024-03-22
33_2024-03-22 22:15:00,33,0.0,0.2,13.4,54.4,54.4,22:15:00,2024-03-22
33_2024-03-22 11:10:00,33,0.0,0.2,13.6,13.6,13.6,11:10:00,2024-03-22
33_2024-03-22 21:40:00,33,0.0,1.8,14.6,54.4,54.4,21:40:00,2024-03-22
35_2024-03-22 22:25:00,35,0.0,3.2,16.8,40.6,41.0,22:25:00,2024-03-22
35_2024-03-22 17:40:00,35,0.0,2.0,10.4,22.8,22.8,17:40:00,2024-03-22
35_2024-03-22 17:50:00,35,0.0,1.2,10.0,22.8,22.8,17:50:00,2024-03-22
35_2024-03-22 11:45:00,35,0.0,0.4,1.0,1.4,1.4,11:45:00,2024-03-22
35_2024-03-22 11:30:00,35,0.0,0.4,1.0,1.4,1.4,11:30:00,2024-03-22
35_2024-03-22 15:50:00,35,0.0,0.8,17.8,19.4,19.4,15:50:00,2024-03-22
36_2024-03-22 22:25:00,36,0.0,3.8,14.2,34.2,37.8,22:25:00,2024-03-22
36_2024-03-22 11:55:00,36,0.0,0.0,0.2,3.6,3.8,11:55:00,2024-03-22
36_2024-03-22 11:45:00,36,0.0,0.0,0.2,3.6,3.8,11:45:00,2024-03-22
36_2024-03-22 11:30:00,36,0.0,0.0,0.2,3.6,3.8,11:30:00,2024-03-22
36_2024-03-22 11:10:00,36,0.0,0.0,0.2,3.6,3.8,11:10:00,2024-03-22
36_2024-03-22 10:55:00,36,0.0,0.0,0.2,3.6,3.8,10:55:00,2024-03-22
36_2024-03-22 10:45:00,36,0.0,0.0,0.2,3.6,3.8,10:45:00,2024-03-22
36_2024-03-22 10:25:00,36,0.0,0.0,0.2,3.6,3.8,10:25:00,2024-03-22
36_2024-03-22 09:10:00,36,0.0,0.0,0.0,3.4,3.6,09:10:00,2024-03-22
36_2024-03-22 08:55:00,36,0.0,0.0,0.0,3.4,3.6,08:55:00,2024-03-22
36_2024-03-22 08:45:00,36,0.0,0.0,0.0,3.4,3.6,08:45:00,2024-03-22
36_2024-03-22 08:15:00,36,0.0,0.0,0.0,3.4,3.6,08:15:00,2024-03-22
36_2024-03-22 08:25:00,36,0.0,0.0,0.0,3.4,3.6,08:25:00,2024-03-22
36_2024-03-22 07:50:00,36,0.0,0.0,0.0,3.4,3.6,07:50:00,2024-03-22
36_2024-03-22 07:40:00,36,0.0,0.0,0.0,3.4,3.6,07:40:00,2024-03-22
36_2024-03-22 07:25:00,36,0.0,0.0,0.0,3.4,3.6,07:25:00,2024-03-22
36_2024-03-22 07:05:00,36,0.0,0.0,0.0,3.4,3.6,07:05:00,2024-03-22
36_2024-03-22 06:55:00,36,0.0,0.0,0.0,3.4,3.6,06:55:00,2024-03-22
36_2024-03-22 06:45:00,36,0.0,0.0,0.0,3.4,3.6,06:45:00,2024-03-22
36_2024-03-22 06:35:00,36,0.0,0.0,0.0,3.4,3.6,06:35:00,2024-03-22
36_2024-03-22 06:15:00,36,0.0,0.0,0.0,3.4,3.6,06:15:00,2024-03-22
36_2024-03-22 05:50:00,36,0.0,0.0,0.0,3.4,3.6,05:50:00,2024-03-22
36_2024-03-22 05:40:00,36,0.0,0.0,0.0,3.4,3.6,05:40:00,2024-03-22
36_2024-03-22 05:30:00,36,0.0,0.0,0.0,3.4,3.6,05:30:00,2024-03-22
36_2024-03-22 05:10:00,36,0.0,0.0,0.0,3.4,3.6,05:10:00,2024-03-22
36_2024-03-22 04:55:00,36,0.0,0.0,0.0,3.4,3.6,04:55:00,2024-03-22
36_2024-03-22 04:35:00,36,0.0,0.0,0.0,3.4,3.6,04:35:00,2024-03-22
36_2024-03-22 04:15:00,36,0.0,0.0,0.0,3.4,3.6,04:15:00,2024-03-22
36_2024-03-22 03:55:00,36,0.0,0.0,0.0,3.4,3.6,03:55:00,2024-03-22
36_2024-03-22 03:25:00,36,0.0,0.0,0.0,3.4,3.6,03:25:00,2024-03-22
36_2024-03-22 03:10:00,36,0.0,0.0,0.0,3.4,3.6,03:10:00,2024-03-22
36_2024-03-22 02:50:00,36,0.0,0.0,0.0,3.4,3.6,02:50:00,2024-03-22
36_2024-03-22 02:40:00,36,0.0,0.0,0.0,3.4,3.6,02:40:00,2024-03-22
36_2024-03-22 02:25:00,36,0.0,0.0,0.0,3.4,3.6,02:25:00,2024-03-22
36_2024-03-22 02:15:00,36,0.0,0.0,0.0,3.4,3.6,02:15:00,2024-03-22
36_2024-03-22 01:55:00,36,0.0,0.0,0.0,3.4,3.6,01:55:00,2024-03-22
36_2024-03-22 03:45:00,36,0.0,0.0,0.0,3.4,3.6,03:45:00,2024-03-22
36_2024-03-22 04:25:00,36,0.0,0.0,0.0,3.4,3.6,04:25:00,2024-03-22
36_2024-03-22 01:10:00,36,0.0,0.0,0.6,3.4,3.6,01:10:00,2024-03-22
36_2024-03-22 00:55:00,36,0.0,0.0,0.6,3.4,3.6,00:55:00,2024-03-22
36_2024-03-22 00:45:00,36,0.0,0.0,0.6,3.4,3.6,00:45:00,2024-03-22
36_2024-03-22 00:25:00,36,0.0,0.0,0.6,3.4,3.6,00:25:00,2024-03-22
36_2024-03-22 00:15:00,36,0.0,0.0,0.6,3.4,3.6,00:15:00,2024-03-22
36_2024-03-22 01:45:00,36,0.0,0.0,0.2,3.4,3.6,01:45:00,2024-03-22
36_2024-03-22 01:20:00,36,0.0,0.0,0.2,3.4,3.6,01:20:00,2024-03-22
36_2024-03-22 15:50:00,36,0.0,1.0,15.6,19.2,19.4,15:50:00,2024-03-22
36_2024-03-22 17:50:00,36,0.0,2.4,9.4,23.2,23.4,17:50:00,2024-03-22
36_2024-03-22 22:45:00,36,0.0,2.2,13.0,34.2,37.8,22:45:00,2024-03-22
36_2024-03-22 10:15:00,36,0.0,0.2,0.2,3.6,3.8,10:15:00,2024-03-22
36_2024-03-22 09:55:00,36,0.0,0.2,0.2,3.6,3.8,09:55:00,2024-03-22
36_2024-03-22 09:40:00,36,0.0,0.2,0.2,3.6,3.8,09:40:00,2024-03-22
36_2024-03-22 18:15:00,36,0.0,0.8,8.0,23.2,23.4,18:15:00,2024-03-22
36_2024-03-22 15:40:00,36,0.0,1.8,15.6,19.2,19.4,15:40:00,2024-03-22
37_2024-03-22 10:25:00,37,0.0,2.0,3.4,3.8,4.2,10:25:00,2024-03-22
37_2024-03-22 22:55:00,37,0.0,0.6,24.2,100.6,101.4,22:55:00,2024-03-22
37_2024-03-22 22:45:00,37,0.0,1.2,25.0,100.6,101.4,22:45:00,2024-03-22
37_2024-03-22 22:25:00,37,0.0,2.6,27.4,100.6,101.4,22:25:00,2024-03-22
38_2024-03-22 15:40:00,38,0.0,1.0,19.4,20.4,21.6,15:40:00,2024-03-22
38_2024-03-22 15:50:00,38,0.0,0.6,19.4,20.4,21.6,15:50:00,2024-03-22
38_2024-03-22 22:55:00,38,0.0,1.2,10.4,34.8,36.2,22:55:00,2024-03-22
38_2024-03-22 15:25:00,38,0.0,2.8,19.8,20.4,21.6,15:25:00,2024-03-22
38_2024-03-22 17:25:00,38,0.0,1.4,9.2,22.6,23.8,17:25:00,2024-03-22
38_2024-03-22 17:50:00,38,0.0,0.4,8.0,22.6,23.8,17:50:00,2024-03-22
38_2024-03-22 17:40:00,38,0.0,0.8,8.2,22.6,23.8,17:40:00,2024-03-22
38_2024-03-22 22:45:00,38,0.0,1.8,10.6,34.8,36.2,22:45:00,2024-03-22
39_2024-03-22 08:15:00,39,0.0,0.0,0.0,9.8,9.8,08:15:00,2024-03-22
39_2024-03-22 08:25:00,39,0.0,0.0,0.0,9.8,9.8,08:25:00,2024-03-22
39_2024-03-22 07:50:00,39,0.0,0.0,0.0,9.8,9.8,07:50:00,2024-03-22
39_2024-03-22 07:40:00,39,0.0,0.0,0.0,9.8,9.8,07:40:00,2024-03-22
39_2024-03-22 07:25:00,39,0.0,0.0,0.0,9.8,9.8,07:25:00,2024-03-22
39_2024-03-22 07:05:00,39,0.0,0.0,0.0,9.8,9.8,07:05:00,2024-03-22
39_2024-03-22 06:55:00,39,0.0,0.0,0.0,9.8,9.8,06:55:00,2024-03-22
39_2024-03-22 06:45:00,39,0.0,0.0,0.0,9.8,9.8,06:45:00,2024-03-22
39_2024-03-22 06:35:00,39,0.0,0.0,0.0,9.8,9.8,06:35:00,2024-03-22
39_2024-03-22 06:15:00,39,0.0,0.0,0.0,9.8,9.8,06:15:00,2024-03-22
39_2024-03-22 05:50:00,39,0.0,0.0,0.0,9.8,9.8,05:50:00,2024-03-22
39_2024-03-22 05:40:00,39,0.0,0.0,0.0,9.8,9.8,05:40:00,2024-03-22
39_2024-03-22 05:30:00,39,0.0,0.0,0.0,9.8,9.8,05:30:00,2024-03-22
39_2024-03-22 04:55:00,39,0.0,0.0,0.0,9.8,9.8,04:55:00,2024-03-22
39_2024-03-22 04:35:00,39,0.0,0.0,0.0,9.8,9.8,04:35:00,2024-03-22
39_2024-03-22 04:25:00,39,0.0,0.0,0.0,9.8,9.8,04:25:00,2024-03-22
39_2024-03-22 04:15:00,39,0.0,0.0,0.0,9.8,9.8,04:15:00,2024-03-22
39_2024-03-22 03:55:00,39,0.0,0.0,0.0,9.8,9.8,03:55:00,2024-03-22
39_2024-03-22 03:25:00,39,0.0,0.0,0.0,9.8,9.8,03:25:00,2024-03-22
39_2024-03-22 03:10:00,39,0.0,0.0,0.0,9.8,9.8,03:10:00,2024-03-22
39_2024-03-22 02:50:00,39,0.0,0.0,0.0,9.8,9.8,02:50:00,2024-03-22
39_2024-03-22 02:40:00,39,0.0,0.0,0.0,9.8,9.8,02:40:00,2024-03-22
39_2024-03-22 02:25:00,39,0.0,0.0,0.0,9.8,9.8,02:25:00,2024-03-22
39_2024-03-22 02:15:00,39,0.0,0.0,0.0,9.8,9.8,02:15:00,2024-03-22
39_2024-03-22 01:55:00,39,0.0,0.0,0.0,9.8,9.8,01:55:00,2024-03-22
39_2024-03-22 01:45:00,39,0.0,0.0,0.0,9.8,9.8,01:45:00,2024-03-22
39_2024-03-22 01:20:00,39,0.0,0.0,0.0,9.8,9.8,01:20:00,2024-03-22
39_2024-03-22 01:10:00,39,0.0,0.0,0.0,9.8,9.8,01:10:00,2024-03-22
39_2024-03-22 00:55:00,39,0.0,0.0,0.0,9.8,9.8,00:55:00,2024-03-22
39_2024-03-22 00:45:00,39,0.0,0.0,0.0,9.8,9.8,00:45:00,2024-03-22
39_2024-03-22 00:25:00,39,0.0,0.0,0.0,9.8,9.8,00:25:00,2024-03-22
39_2024-03-22 00:15:00,39,0.0,0.0,0.0,9.8,9.8,00:15:00,2024-03-22
39_2024-03-22 03:45:00,39,0.0,0.0,0.0,9.8,9.8,03:45:00,2024-03-22
39_2024-03-22 05:10:00,39,0.0,0.0,0.0,9.8,9.8,05:10:00,2024-03-22
39_2024-03-22 11:55:00,39,0.0,0.0,0.6,10.4,10.4,11:55:00,2024-03-22
39_2024-03-22 11:45:00,39,0.0,0.0,0.6,10.4,10.4,11:45:00,2024-03-22
39_2024-03-22 11:10:00,39,0.0,0.0,0.6,10.4,10.4,11:10:00,2024-03-22
39_2024-03-22 11:30:00,39,0.0,0.0,0.6,10.4,10.4,11:30:00,2024-03-22
39_2024-03-22 10:55:00,39,0.0,0.0,0.6,10.4,10.4,10:55:00,2024-03-22
39_2024-03-22 10:45:00,39,0.0,0.0,0.6,10.4,10.4,10:45:00,2024-03-22
39_2024-03-22 10:25:00,39,0.0,0.0,0.6,10.4,10.4,10:25:00,2024-03-22
39_2024-03-22 10:15:00,39,0.0,0.0,0.6,10.4,10.4,10:15:00,2024-03-22
39_2024-03-22 09:20:00,39,0.0,0.6,0.6,10.4,10.4,09:20:00,2024-03-22
39_2024-03-22 15:15:00,39,0.0,1.4,17.6,28.0,28.0,15:15:00,2024-03-22
39_2024-03-22 15:40:00,39,0.0,0.2,17.6,28.0,28.0,15:40:00,2024-03-22
39_2024-03-22 09:55:00,39,0.0,0.2,0.6,10.4,10.4,09:55:00,2024-03-22
39_2024-03-22 09:40:00,39,0.0,0.2,0.6,10.4,10.4,09:40:00,2024-03-22
39_2024-03-22 16:45:00,39,0.0,0.4,11.0,28.6,28.6,16:45:00,2024-03-22
39_2024-03-22 16:55:00,39,0.0,0.4,8.8,28.6,28.6,16:55:00,2024-03-22
39_2024-03-22 08:55:00,39,0.0,0.4,0.4,10.2,10.2,08:55:00,2024-03-22
39_2024-03-22 15:25:00,39,0.0,0.8,17.6,28.0,28.0,15:25:00,2024-03-22
39_2024-03-22 23:25:00,39,0.0,1.8,6.4,28.2,38.0,23:25:00,2024-03-22
40_2024-03-22 15:15:00,40,0.0,3.8,25.8,27.4,30.0,15:15:00,2024-03-22
40_2024-03-22 16:45:00,40,0.0,0.0,20.0,27.8,30.4,16:45:00,2024-03-22
40_2024-03-22 15:50:00,40,0.0,0.6,25.4,27.8,30.4,15:50:00,2024-03-22
40_2024-03-22 21:50:00,40,0.0,1.2,6.6,33.8,37.4,21:50:00,2024-03-22
40_2024-03-22 23:40:00,40,0.0,1.4,8.2,37.0,40.6,23:40:00,2024-03-22
40_2024-03-22 17:15:00,40,0.0,0.2,19.0,28.0,30.6,17:15:00,2024-03-22
40_2024-03-22 18:15:00,40,0.0,0.2,4.6,28.2,30.8,18:15:00,2024-03-22
40_2024-03-22 17:50:00,40,0.0,0.2,11.6,28.2,30.8,17:50:00,2024-03-22
40_2024-03-22 16:25:00,40,0.0,0.2,22.6,27.8,30.4,16:25:00,2024-03-22
40_2024-03-22 17:40:00,40,0.0,0.4,13.8,28.2,30.8,17:40:00,2024-03-22
40_2024-03-22 16:10:00,40,0.0,0.4,24.8,27.8,30.4,16:10:00,2024-03-22
40_2024-03-22 22:55:00,40,0.0,1.8,7.4,35.6,39.2,22:55:00,2024-03-22
41_2024-03-22 15:15:00,41,0.0,3.2,26.4,30.4,30.4,15:15:00,2024-03-22
41_2024-03-22 11:55:00,41,0.0,0.0,3.8,4.0,4.0,11:55:00,2024-03-22
41_2024-03-22 11:45:00,41,0.0,0.0,3.8,4.0,4.0,11:45:00,2024-03-22
41_2024-03-22 11:30:00,41,0.0,0.0,3.8,4.0,4.0,11:30:00,2024-03-22
41_2024-03-22 10:55:00,41,0.0,0.6,3.8,4.0,4.0,10:55:00,2024-03-22
41_2024-03-22 10:45:00,41,0.0,0.6,3.8,4.0,4.0,10:45:00,2024-03-22
41_2024-03-22 11:10:00,41,0.0,0.2,3.8,4.0,4.0,11:10:00,2024-03-22
42_2024-03-22 15:15:00,42,0.0,3.2,21.8,23.6,23.6,15:15:00,2024-03-22
43_2024-03-22 18:15:00,43,0.0,0.6,13.2,38.2,42.4,18:15:00,2024-03-22
43_2024-03-22 23:40:00,43,0.0,1.2,10.0,51.4,56.2,23:40:00,2024-03-22
43_2024-03-22 17:15:00,43,0.0,1.4,24.8,37.6,41.8,17:15:00,2024-03-22
43_2024-03-22 18:25:00,43,0.0,0.4,8.6,38.2,42.4,18:25:00,2024-03-22
44_2024-03-22 17:40:00,44,0.0,1.0,13.8,30.0,30.0,17:40:00,2024-03-22
44_2024-03-22 17:15:00,44,0.0,1.8,17.0,29.6,29.6,17:15:00,2024-03-22
45_2024-03-22 21:50:00,45,0.0,5.0,22.0,71.8,73.0,21:50:00,2024-03-22
45_2024-03-22 23:15:00,45,0.0,0.0,16.8,72.0,73.2,23:15:00,2024-03-22
45_2024-03-22 22:45:00,45,0.0,0.2,18.8,72.0,73.2,22:45:00,2024-03-22
45_2024-03-22 22:55:00,45,0.0,0.2,18.4,72.0,73.2,22:55:00,2024-03-22
45_2024-03-22 11:10:00,45,0.0,0.4,3.4,3.4,4.6,11:10:00,2024-03-22
46_2024-03-22 22:45:00,46,0.0,1.0,11.4,21.6,21.6,22:45:00,2024-03-22
46_2024-03-22 13:45:00,46,0.0,2.4,4.4,5.0,5.0,13:45:00,2024-03-22
46_2024-03-22 15:15:00,46,0.0,0.6,5.4,6.2,6.2,15:15:00,2024-03-22
46_2024-03-22 14:55:00,46,0.0,0.6,5.4,6.2,6.2,14:55:00,2024-03-22
46_2024-03-22 14:45:00,46,0.0,1.2,5.4,6.2,6.2,14:45:00,2024-03-22
46_2024-03-22 14:15:00,46,0.0,1.4,4.8,5.6,5.6,14:15:00,2024-03-22
46_2024-03-22 15:25:00,46,0.0,0.2,5.4,6.2,6.2,15:25:00,2024-03-22
46_2024-03-22 16:45:00,46,0.0,0.4,4.2,6.8,6.8,16:45:00,2024-03-22
46_2024-03-22 16:55:00,46,0.0,0.4,3.2,6.8,6.8,16:55:00,2024-03-22
46_2024-03-22 22:55:00,46,0.0,0.8,11.2,21.6,21.6,22:55:00,2024-03-22
48_2024-03-22 11:10:00,48,0.0,0.0,1.2,4.0,6.4,11:10:00,2024-03-22
